PERSON_ID|EFFECTIVE_START_DATE|EFFECTIVE_END_DATE|BUSINESS_GROUP_ID|BUSINESS_GROUP_ID1|START_DATE|START_DATE1|CORRESPONDENCE_LANGUAGE|BLOOD_TYPE|DATE_OF_BIRTH|DATE_OF_DEATH|COUNTRY_OF_BIRTH|REGION_OF_BIRTH|TOWN_OF_BIRTH|USER_GUID|PERSON_NUMBER|PRIMARY_EMAIL_ID|PRIMARY_NID_ID|PRIMARY_NID_NUMBER|PRIMARY_PHONE_ID|MAILING_ADDRESS_ID|WAIVE_DATA_PROTECT|APPLICANT_NUMBER|LSD|LED|ATTRIBUTE_CATEGORY|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|ATTRIBUTE31|ATTRIBUTE32|ATTRIBUTE33|ATTRIBUTE34|ATTRIBUTE35|ATTRIBUTE36|ATTRIBUTE37|ATTRIBUTE38|ATTRIBUTE39|ATTRIBUTE40|ATTRIBUTE41|ATTRIBUTE42|ATTRIBUTE43|ATTRIBUTE44|ATTRIBUTE45|ATTRIBUTE46|ATTRIBUTE47|ATTRIBUTE48|ATTRIBUTE49|ATTRIBUTE50|ATTRIBUTE_NUMBER1|ATTRIBUTE_NUMBER2|ATTRIBUTE_NUMBER3|ATTRIBUTE_NUMBER4|ATTRIBUTE_NUMBER5|ATTRIBUTE_NUMBER6|ATTRIBUTE_NUMBER7|ATTRIBUTE_NUMBER8|ATTRIBUTE_NUMBER9|ATTRIBUTE_NUMBER10|ATTRIBUTE_NUMBER11|ATTRIBUTE_NUMBER12|ATTRIBUTE_NUMBER13|ATTRIBUTE_NUMBER14|ATTRIBUTE_NUMBER15|ATTRIBUTE_NUMBER16|ATTRIBUTE_NUMBER17|ATTRIBUTE_NUMBER18|ATTRIBUTE_NUMBER19|ATTRIBUTE_NUMBER20|ATTRIBUTE_DATE1|ATTRIBUTE_DATE2|ATTRIBUTE_DATE3|ATTRIBUTE_DATE4|ATTRIBUTE_DATE5|ATTRIBUTE_DATE6|ATTRIBUTE_DATE7|ATTRIBUTE_DATE8|ATTRIBUTE_DATE9|ATTRIBUTE_DATE10|ATTRIBUTE_DATE11|ATTRIBUTE_DATE12|ATTRIBUTE_DATE13|ATTRIBUTE_DATE14|ATTRIBUTE_DATE15
100010983|11/15/2010||||||||||||||100010983|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001412|08/18/1999||||||||||||||100001412|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010995|03/22/2011||||||||||||||100010995|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010314|01/10/2001||||||||||||||100010314|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011059|04/10/2012||||||||||||||100011059|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011202|05/01/2013||||||||||||||100011202|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001002|04/23/1999||||||||||||||100001002|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000417|04/05/1999||||||||||||||100000417|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011011|06/27/2011||||||||||||||100011011|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011158|11/26/2012||||||||||||||100011158|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010650|07/11/2006||||||||||||||100010650|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010667|08/21/2006||||||||||||||100010667|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001440|04/06/1999||||||||||||||100001440|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010419|06/05/2003||||||||||||||100010419|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000807|04/09/1999||||||||||||||100000807|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011064|04/16/2012||||||||||||||100011064|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000750|07/24/1992||||||||||||||100000750|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011112|03/01/2013||||||||||||||100011112|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010327|01/29/2001||||||||||||||100010327|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001115|10/19/1998||||||||||||||100001115|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011173|01/28/2013||||||||||||||100011173|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010469|04/19/2004||||||||||||||100010469|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010187|07/10/2000||||||||||||||100010187|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011046|02/13/2012||||||||||||||100011046|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010961|08/23/2010||||||||||||||100010961|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010403|09/09/2002||||||||||||||100010403|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010451|01/05/2004||||||||||||||100010451|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010980|10/18/2010||||||||||||||100010980|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011058|04/02/2012||||||||||||||100011058|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010879|08/24/2009||||||||||||||100010879|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010809|06/16/2008||||||||||||||100010809|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010379|03/12/2002||||||||||||||100010379|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010581|10/03/2005||||||||||||||100010581|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000806|02/04/1993||||||||||||||100000806|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010899|12/14/2009||||||||||||||100010899|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001506|10/19/1998||||||||||||||100001506|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010991|04/04/2011||||||||||||||100010991|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010541|06/20/2005||||||||||||||100010541|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010929|04/14/2010||||||||||||||100010929|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010408|02/03/2003||||||||||||||100010408|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010208|08/15/2000||||||||||||||100010208|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010229|08/28/2000||||||||||||||100010229|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001120|08/18/1998||||||||||||||100001120|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010356|05/29/2001||||||||||||||100010356|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011060|04/10/2012||||||||||||||100011060|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000851|08/18/1998||||||||||||||100000851|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011069|08/13/2012||||||||||||||100011069|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010643|06/21/2006||||||||||||||100010643|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011104|06/03/2013||||||||||||||100011104|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011171|01/22/2013||||||||||||||100011171|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011065|04/17/2012||||||||||||||100011065|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010963|08/23/2010||||||||||||||100010963|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010895|11/23/2009||||||||||||||100010895|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000557|10/19/1998||||||||||||||100000557|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010415|05/05/2003||||||||||||||100010415|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010992|03/08/2011||||||||||||||100010992|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010743|03/16/2007||||||||||||||100010743|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010739|03/12/2007||||||||||||||100010739|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011055|03/12/2012||||||||||||||100011055|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010586|10/18/2005||||||||||||||100010586|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011049|03/05/2012||||||||||||||100011049|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011038|11/01/2011||||||||||||||100011038|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010513|12/16/2004||||||||||||||100010513|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010970|09/09/2010||||||||||||||100010970|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010022|04/06/1999||||||||||||||100010022|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000920|08/18/1998||||||||||||||100000920|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011121|09/10/2012||||||||||||||100011121|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010816|07/29/2008||||||||||||||100010816|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011232|09/30/2013||||||||||||||100011232|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010673|09/05/2006||||||||||||||100010673|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010626|05/23/2006||||||||||||||100010626|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011237|10/14/2013||||||||||||||100011237|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010973|09/13/2010||||||||||||||100010973|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010524|04/18/2005||||||||||||||100010524|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011084|12/01/2012||||||||||||||100011084|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011126|09/10/2012||||||||||||||100011126|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010062|07/06/1999||||||||||||||100010062|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010965|08/25/2010||||||||||||||100010965|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010974|12/01/2013||||||||||||||100010974|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011184|03/04/2013||||||||||||||100011184|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011234|10/01/2013||||||||||||||100011234|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011140|06/03/2013||||||||||||||100011140|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011032|09/26/2011||||||||||||||100011032|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011063|04/10/2012||||||||||||||100011063|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010430|10/06/2003||||||||||||||100010430|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100000525|06/11/1990||||||||||||||100000525|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001540|01/26/1998||||||||||||||100001540|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011159|11/19/2012||||||||||||||100011159|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010015|08/17/1990||||||||||||||100010015|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010556|08/15/2005||||||||||||||100010556|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010549|07/25/2005||||||||||||||100010549|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010917|02/22/2010||||||||||||||100010917|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011152|06/03/2013||||||||||||||100011152|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010897|12/02/2009||||||||||||||100010897|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010774|11/05/2007||||||||||||||100010774|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010781|01/14/2008||||||||||||||100010781|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010587|10/24/2005||||||||||||||100010587|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011036|12/01/2012||||||||||||||100011036|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010936|05/03/2010||||||||||||||100010936|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010834|09/09/2008||||||||||||||100010834|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011133|06/03/2013||||||||||||||100011133|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010758|08/13/2007||||||||||||||100010758|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010919|03/16/2010||||||||||||||100010919|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010361|06/25/2001||||||||||||||100010361|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010056|06/02/1999||||||||||||||100010056|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011076|12/03/2012||||||||||||||100011076|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010297|11/15/2000||||||||||||||100010297|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011154|06/03/2013||||||||||||||100011154|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010776|11/20/2007||||||||||||||100010776|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011080|03/01/2013||||||||||||||100011080|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011210|07/01/2013||||||||||||||100011210|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010930|04/19/2010||||||||||||||100010930|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010532|05/02/2005||||||||||||||100010532|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011220|07/15/2013||||||||||||||100011220|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010399|08/19/2002||||||||||||||100010399|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011001|05/16/2011||||||||||||||100011001|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010588|10/27/2005||||||||||||||100010588|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011252|08/02/1958||||||||||||||100011252|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011124|06/03/2013||||||||||||||100011124|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010104|12/20/1999||||||||||||||100010104|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011020|08/29/2011||||||||||||||100011020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001008|04/06/1999||||||||||||||100001008|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010951|07/12/2010||||||||||||||100010951|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010800|05/19/2008||||||||||||||100010800|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011012|07/11/2011||||||||||||||100011012|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010386|01/02/2008||||||||||||||100010386|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010437|11/03/2003||||||||||||||100010437|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011145|06/03/2013||||||||||||||100011145|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011005|05/23/2011||||||||||||||100011005|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010433|10/27/2003||||||||||||||100010433|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010456|02/02/2004||||||||||||||100010456|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100001413|08/14/1997||||||||||||||100001413|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010967|08/30/2010||||||||||||||100010967|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011153|06/03/2013||||||||||||||100011153|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011092|03/01/2013||||||||||||||100011092|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010611|03/13/2006||||||||||||||100010611|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100011075|12/01/2012||||||||||||||100011075|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010509|11/22/2004||||||||||||||100010509|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010454|01/27/2004||||||||||||||100010454|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010721|11/13/2006||||||||||||||100010721|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
100010508|11/22/2004||||||||||||||100010508|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
