EthnicityId|BusinessGroupId|LegislationCode|PersonId|DeclarerId|Ethnicity|PrimaryFlag|ATTRIBUTE1|ATTRIBUTE2|ATTRIBUTE3|ATTRIBUTE4|ATTRIBUTE5|ATTRIBUTE6|ATTRIBUTE7|ATTRIBUTE8|ATTRIBUTE9|ATTRIBUTE10|ATTRIBUTE11|ATTRIBUTE12|ATTRIBUTE13|ATTRIBUTE14|ATTRIBUTE15|ATTRIBUTE16|ATTRIBUTE17|ATTRIBUTE18|ATTRIBUTE19|ATTRIBUTE20|ATTRIBUTE21|ATTRIBUTE22|ATTRIBUTE23|ATTRIBUTE24|ATTRIBUTE25|ATTRIBUTE26|ATTRIBUTE27|ATTRIBUTE28|ATTRIBUTE29|ATTRIBUTE30|ATTRIBUTE_NUMBER1|ATTRIBUTE_NUMBER2|ATTRIBUTE_NUMBER3|ATTRIBUTE_NUMBER4|ATTRIBUTE_NUMBER5|ATTRIBUTE_NUMBER6|ATTRIBUTE_NUMBER7|ATTRIBUTE_NUMBER8|ATTRIBUTE_NUMBER9|ATTRIBUTE_NUMBER10|ATTRIBUTE_NUMBER11|ATTRIBUTE_NUMBER12|ATTRIBUTE_NUMBER13|ATTRIBUTE_NUMBER14|ATTRIBUTE_NUMBER15|ATTRIBUTE_NUMBER16|ATTRIBUTE_NUMBER17|ATTRIBUTE_NUMBER18|ATTRIBUTE_NUMBER19|ATTRIBUTE_NUMBER20|ATTRIBUTE_DATE1|ATTRIBUTE_DATE2|ATTRIBUTE_DATE3|ATTRIBUTE_DATE4|ATTRIBUTE_DATE5|ATTRIBUTE_DATE6|ATTRIBUTE_DATE7|ATTRIBUTE_DATE8|ATTRIBUTE_DATE9|ATTRIBUTE_DATE10|ATTRIBUTE_DATE11|ATTRIBUTE_DATE12|ATTRIBUTE_DATE13|ATTRIBUTE_DATE14|ATTRIBUTE_DATE15
200011111||US|200011111||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010890||US|200010890||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010983||US|200010983||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001412||US|200001412||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010995||US|200010995||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010314||US|200010314||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011059||US|200011059||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011202||US|200011202||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001002||US|200001002||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000417||US|200000417||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011011||US|200011011||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011158||US|200011158||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010650||US|200010650||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010667||US|200010667||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001440||US|200001440||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010419||US|200010419||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000807||US|200000807||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011064||US|200011064||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000750||US|200000750||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011112||US|200011112||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010327||US|200010327||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001115||US|200001115||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011173||US|200011173||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010469||US|200010469||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010187||US|200010187||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011046||US|200011046||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010961||US|200010961||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010403||US|200010403||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010451||US|200010451||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010980||US|200010980||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011058||US|200011058||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010879||US|200010879||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010809||US|200010809||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010379||US|200010379||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010581||US|200010581||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000806||US|200000806||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010899||US|200010899||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001506||US|200001506||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010991||US|200010991||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010541||US|200010541||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010929||US|200010929||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010408||US|200010408||Hispanic or Latino||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010208||US|200010208||Other Pacific Islander||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010229||US|200010229||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001120||US|200001120||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010356||US|200010356||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011060||US|200011060||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000851||US|200000851||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011069||US|200011069||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010643||US|200010643||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011104||US|200011104||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011171||US|200011171||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011065||US|200011065||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010963||US|200010963||Hispanic or Latino||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010895||US|200010895||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000557||US|200000557||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010415||US|200010415||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010992||US|200010992||Hispanic or Latino||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010743||US|200010743||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010739||US|200010739||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011055||US|200011055||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010586||US|200010586||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011049||US|200011049||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011038||US|200011038||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010513||US|200010513||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010970||US|200010970||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010022||US|200010022||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000920||US|200000920||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011121||US|200011121||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010816||US|200010816||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011232||US|200011232||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010673||US|200010673||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010626||US|200010626||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011237||US|200011237||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010973||US|200010973||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010524||US|200010524||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011084||US|200011084||Other Pacific Islander||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011126||US|200011126||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010062||US|200010062||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010965||US|200010965||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010974||US|200010974||Other Pacific Islander||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011184||US|200011184||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011234||US|200011234||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011140||US|200011140||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011032||US|200011032||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011063||US|200011063||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010430||US|200010430||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000525||US|200000525||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001540||US|200001540||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011159||US|200011159||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010015||US|200010015||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010556||US|200010556||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010549||US|200010549||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010917||US|200010917||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011152||US|200011152||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010897||US|200010897||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010774||US|200010774||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010781||US|200010781||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010587||US|200010587||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011036||US|200011036||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010936||US|200010936||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010834||US|200010834||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011133||US|200011133||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010758||US|200010758||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010919||US|200010919||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010361||US|200010361||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010056||US|200010056||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011076||US|200011076||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010297||US|200010297||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011154||US|200011154||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010776||US|200010776||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011080||US|200011080||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011210||US|200011210||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010930||US|200010930||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010532||US|200010532||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011220||US|200011220||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010399||US|200010399||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011001||US|200011001||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010588||US|200010588||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011252||US|200011252||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011124||US|200011124||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010104||US|200010104||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011020||US|200011020||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001008||US|200001008||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010951||US|200010951||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010800||US|200010800||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011012||US|200011012||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010386||US|200010386||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010437||US|200010437||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011145||US|200011145||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011005||US|200011005||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010433||US|200010433||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010456||US|200010456||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001413||US|200001413||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010967||US|200010967||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011153||US|200011153||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011092||US|200011092||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010611||US|200010611||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011075||US|200011075||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010509||US|200010509||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010454||US|200010454||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010721||US|200010721||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010508||US|200010508||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010117||US|200010117||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010328||US|200010328||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010945||US|200010945||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010378||US|200010378||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010833||US|200010833||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011094||US|200011094||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001106||US|200001106||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010693||US|200010693||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010981||US|200010981||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010535||US|200010535||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011136||US|200011136||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010794||US|200010794||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011086||US|200011086||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010935||US|200010935||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010810||US|200010810||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011099||US|200011099||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010836||US|200010836||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010905||US|200010905||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010966||US|200010966||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010608||US|200010608||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011151||US|200011151||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010475||US|200010475||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001492||US|200001492||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001478||US|200001478||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010948||US|200010948||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010964||US|200010964||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010617||US|200010617||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010681||US|200010681||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010425||US|200010425||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010630||US|200010630||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010943||US|200010943||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001494||US|200001494||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000829||US|200000829||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010755||US|200010755||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011062||US|200011062||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010941||US|200010941||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011141||US|200011141||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001592||US|200001592||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010085||US|200010085||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010972||US|200010972||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011137||US|200011137||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011120||US|200011120||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010497||US|200010497||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010850||US|200010850||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010164||US|200010164||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010133||US|200010133||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011150||US|200011150||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000728||US|200000728||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010623||US|200010623||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010789||US|200010789||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010942||US|200010942||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010956||US|200010956||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001609||US|200001609||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011178||US|200011178||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000614||US|200000614||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011146||US|200011146||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010252||US|200010252||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010898||US|200010898||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000090||US|200000090||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010931||US|200010931||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010969||US|200010969||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011135||US|200011135||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010796||US|200010796||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010567||US|200010567||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001502||US|200001502||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010777||US|200010777||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010544||US|200010544||Other Pacific Islander||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010738||US|200010738||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010577||US|200010577||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000541||US|200000541||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011203||US|200011203||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200011026||US|200011026||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010570||US|200010570||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010857||US|200010857||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010880||US|200010880||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010644||US|200010644||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010994||US|200010994||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200001571||US|200001571||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010883||US|200010883||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200000743||US|200000743||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010701||US|200010701||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010860||US|200010860||Not Disclosed||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010731||US|200010731||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010937||US|200010937||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010911||US|200010911||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010932||US|200010932||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010294||US|200010294||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010993||US|200010993||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
200010474||US|200010474||Asian||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
